transaction_id,amount,transaction_hour,kyc_level,device_change,location_change,past_fraud_count,is_fraud
TXN126999,262.86,15,1,0,1,0,0
TXN127000,4049.58,0,3,0,0,1,0
TXN127001,103.28,12,2,0,0,0,0
TXN127002,4888.17,10,2,0,1,0,0
TXN127003,779.83,22,2,0,0,0,0
TXN127004,1469.46,10,1,0,1,0,0
TXN127005,333.81,18,2,1,0,0,0
TXN127006,4700.79,18,2,0,0,1,0
TXN127007,2821.28,10,2,0,0,0,0
TXN127008,5208.14,14,1,0,1,1,1
TXN127009,2349.15,9,3,1,0,0,0
TXN127010,458.38,19,2,0,1,0,0
TXN127011,787.11,15,3,1,1,1,1
TXN127012,1384.37,2,2,0,0,0,0
TXN127013,1919.21,1,1,0,0,0,0
TXN127014,5269.84,20,1,0,0,0,0
TXN127015,1018.86,13,1,0,0,1,0
TXN127016,2478.53,14,3,1,1,1,1
TXN127017,6538.84,23,2,0,0,0,0
TXN127018,380.63,7,3,0,1,1,0
TXN127019,4021.31,0,2,0,1,0,0
TXN127020,1141.89,23,3,0,0,1,0
TXN127021,2686.69,13,2,1,1,0,0
TXN127022,744.97,13,3,0,0,0,0
TXN127023,862.88,18,3,0,1,1,0
TXN127024,105.02,7,1,1,0,0,0
TXN127025,7158.99,8,3,0,0,0,0
TXN127026,3408.14,14,3,1,0,1,0
TXN127027,247.25,11,2,1,0,0,0
TXN127028,15287.3,17,3,0,0,0,0
TXN127029,1907.86,0,1,1,0,0,1
TXN127030,3894.58,14,2,0,1,0,0
TXN127031,187.97,0,1,0,1,0,1
TXN127032,1036.79,0,2,0,0,1,0
TXN127033,2265.21,20,1,1,1,1,1
TXN127034,275.07,1,2,0,0,0,0
TXN127035,1392.39,3,3,0,0,0,0
TXN127036,1219.22,16,3,1,0,0,0
TXN127037,536.8,1,2,0,1,0,0
TXN127038,764.12,6,1,0,0,1,0
TXN127039,6879.68,21,1,0,0,0,0
TXN127040,731.18,9,3,0,0,0,0
TXN127041,530.14,9,2,0,1,2,0
TXN127042,1586.64,12,3,1,0,0,0
TXN127043,2273.14,4,3,0,1,0,0
TXN127044,2632.65,6,3,1,1,0,0
TXN127045,2856.86,13,2,1,0,0,0
TXN127046,125.06,17,2,0,0,1,0
TXN127047,1050.96,21,3,0,1,0,0
TXN127048,3024.07,18,2,0,0,1,0
TXN127049,4754.65,19,2,0,0,1,0
TXN127050,1893.61,20,3,1,0,1,0
TXN127051,157.45,20,2,1,0,0,0
TXN127052,1060.5,9,2,0,0,0,0
TXN127053,204.25,7,2,0,0,0,0
TXN127054,2810.93,20,2,0,0,0,0
TXN127055,181.22,1,2,0,0,0,0
TXN127056,460.93,13,2,0,0,0,0
TXN127057,1128.99,1,3,1,0,0,0
TXN127058,1292.21,11,2,0,0,1,0
TXN127059,1093.37,16,1,0,0,0,0
TXN127060,1294.99,17,1,1,0,0,0
TXN127061,2548.21,16,1,0,0,0,0
TXN127062,971.75,14,3,0,1,0,0
TXN127063,1637.04,2,3,0,1,0,0
TXN127064,773.0,20,1,0,0,2,0
TXN127065,922.76,18,1,0,1,0,0
TXN127066,1952.79,22,2,0,1,0,0
TXN127067,1398.63,10,2,0,0,0,0
TXN127068,2617.74,17,2,1,0,0,0
TXN127069,1694.41,20,2,1,0,0,0
TXN127070,3304.94,2,2,1,0,2,1
TXN127071,1221.85,17,2,1,0,1,0
TXN127072,1400.75,3,1,0,0,0,0
TXN127073,2267.15,8,1,0,1,0,0
TXN127074,550.11,5,2,0,0,0,0
TXN127075,1025.29,6,3,0,0,0,0
TXN127076,2010.81,0,2,0,1,1,1
TXN127077,108.6,2,3,0,1,0,0
TXN127078,1198.85,14,2,0,0,0,0
TXN127079,1876.84,1,3,0,0,0,0
TXN127080,6895.39,8,2,1,1,0,1
TXN127081,4241.41,7,2,0,1,1,0
TXN127082,709.07,18,1,0,0,0,0
TXN127083,1465.34,13,2,1,0,1,0
TXN127084,166.14,23,1,0,0,0,0
TXN127085,600.86,9,3,0,0,1,0
TXN127086,3032.03,23,1,0,1,0,0
TXN127087,313.21,10,1,0,0,0,0
TXN127088,645.98,7,2,0,0,0,0
TXN127089,5816.33,3,3,0,0,0,0
TXN127090,3522.9,22,1,0,0,0,0
TXN127091,3094.94,7,1,0,0,0,0
TXN127092,4048.42,9,2,0,0,0,0
TXN127093,2819.44,14,1,1,0,0,0
TXN127094,307.0,12,2,1,0,0,0
TXN127095,1503.66,4,2,0,0,0,0
TXN127096,1224.85,14,1,0,1,1,1
TXN127097,795.47,2,2,0,0,0,0
TXN127098,3642.02,2,3,0,1,0,0
TXN127099,1297.76,23,1,1,0,0,0
TXN127100,174.38,12,2,1,0,1,0
TXN127101,693.07,22,2,0,0,0,0
TXN127102,569.15,8,2,0,0,1,0
TXN127103,4419.23,1,2,0,0,0,0
TXN127104,2135.06,14,2,1,0,0,0
TXN127105,1693.67,17,1,1,0,0,0
TXN127106,1463.07,22,2,0,1,0,0
TXN127107,2150.29,7,1,0,1,0,0
TXN127108,2861.98,2,3,1,0,0,0
TXN127109,1666.6,0,3,0,1,0,0
TXN127110,5620.47,6,2,0,1,0,0
TXN127111,7580.15,5,1,0,1,0,1
TXN127112,10788.47,0,2,1,0,0,1
TXN127113,2263.64,8,2,0,0,0,0
TXN127114,5444.83,10,2,1,0,0,0
TXN127115,1086.64,21,1,0,1,0,0
TXN127116,3976.41,4,1,0,0,0,0
TXN127117,4847.63,2,2,0,1,0,0
TXN127118,4739.74,8,3,1,1,1,1
TXN127119,3603.89,6,3,0,0,1,0
TXN127120,1093.77,19,3,1,0,0,0
TXN127121,396.11,12,3,1,0,1,0
TXN127122,862.8,0,3,0,1,0,0
TXN127123,2965.91,19,1,0,1,0,0
TXN127124,580.24,2,2,1,0,0,0
TXN127125,1351.22,5,1,0,1,0,0
TXN127126,1716.66,10,1,0,0,0,0
TXN127127,1901.97,16,2,0,0,0,0
TXN127128,5539.19,14,2,0,0,0,0
TXN127129,2216.42,3,2,1,0,0,0
TXN127130,3136.35,0,2,0,0,0,0
TXN127131,1793.97,0,1,0,0,0,0
TXN127132,3636.48,5,1,0,0,0,0
TXN127133,662.14,21,1,0,0,0,0
TXN127134,521.13,8,2,1,0,0,0
TXN127135,5266.05,13,2,0,0,0,0
TXN127136,2414.95,13,2,1,0,0,0
TXN127137,2276.59,6,1,0,0,0,0
TXN127138,1309.58,5,2,0,0,0,0
TXN127139,995.45,18,2,0,0,0,0
TXN127140,1672.47,2,1,0,0,0,0
TXN127141,306.95,4,3,0,1,0,0
TXN127142,1262.88,21,2,0,0,0,0
TXN127143,1265.29,5,2,0,1,1,0
TXN127144,1595.84,7,2,1,0,0,0
TXN127145,2063.99,23,2,0,0,0,0
TXN127146,6357.97,12,1,1,0,0,1
TXN127147,2162.08,12,2,0,1,0,0
TXN127148,4353.6,0,1,0,1,0,1
TXN127149,1675.23,18,3,0,1,0,0
TXN127150,2021.97,20,1,0,1,0,0
TXN127151,194.79,8,1,0,1,0,0
TXN127152,336.04,3,1,0,0,0,0
TXN127153,1783.43,4,2,1,1,0,0
TXN127154,1057.41,16,3,0,0,0,0
TXN127155,3257.02,6,1,1,0,1,1
TXN127156,1616.92,17,2,0,0,0,0
TXN127157,4329.08,12,3,0,0,0,0
TXN127158,7224.93,0,2,0,1,1,1
TXN127159,369.48,13,3,0,0,1,0
TXN127160,1054.48,13,3,0,0,0,0
TXN127161,2237.14,12,2,0,1,0,0
TXN127162,779.09,17,2,0,0,0,0
TXN127163,671.31,7,3,0,1,0,0
TXN127164,3411.21,0,3,0,0,0,0
TXN127165,7912.26,14,1,0,0,0,0
TXN127166,3022.7,16,2,0,0,0,0
TXN127167,1533.32,16,2,0,1,0,0
TXN127168,1218.63,1,2,0,0,0,0
TXN127169,1601.53,13,2,0,0,1,0
TXN127170,1292.92,0,2,0,0,0,0
TXN127171,1447.88,1,1,0,1,0,1
TXN127172,504.94,6,1,0,0,0,0
TXN127173,4731.45,0,3,0,0,0,0
TXN127174,2859.2,9,2,0,0,1,0
TXN127175,2334.99,17,1,0,1,1,1
TXN127176,6038.47,2,1,0,0,0,1
TXN127177,719.25,17,3,1,1,0,0
TXN127178,219.29,18,2,0,1,0,0
TXN127179,3548.99,12,2,0,0,1,0
TXN127180,12946.82,22,1,0,0,0,0
TXN127181,1777.55,1,3,0,0,1,0
TXN127182,171.22,2,1,0,0,2,1
TXN127183,3082.51,21,2,0,0,1,0
TXN127184,203.22,3,3,0,0,1,0
TXN127185,1603.12,16,1,0,1,0,0
TXN127186,700.17,7,1,0,1,0,0
TXN127187,4980.84,22,1,0,0,0,0
TXN127188,1250.52,7,2,0,0,0,0
TXN127189,4624.67,2,3,1,0,0,0
TXN127190,760.73,14,2,0,1,2,0
TXN127191,1029.96,10,3,0,0,0,0
TXN127192,5929.43,8,1,0,0,0,0
TXN127193,499.58,10,2,1,1,0,0
TXN127194,1777.88,5,3,0,0,2,0
TXN127195,1033.71,9,3,0,0,0,0
TXN127196,3025.92,9,2,0,0,2,0
TXN127197,326.91,17,1,0,0,0,0
TXN127198,1199.72,12,1,0,0,0,0
TXN127199,2450.84,16,2,0,1,0,0
TXN127200,1095.18,3,3,0,1,0,0
TXN127201,170.63,17,3,0,0,1,0
TXN127202,2492.32,0,3,0,1,1,1
TXN127203,1449.13,17,2,0,0,0,0
TXN127204,72.75,6,2,0,0,0,0
TXN127205,1946.88,4,2,1,0,0,0
TXN127206,5098.49,15,2,0,1,0,0
TXN127207,285.37,4,2,1,0,0,0
TXN127208,1836.47,9,2,0,0,0,0
TXN127209,2658.83,15,1,0,1,0,0
TXN127210,196.81,3,2,0,0,0,0
TXN127211,95.75,0,2,0,1,0,0
TXN127212,1297.97,7,2,0,1,1,0
TXN127213,3182.63,0,2,0,1,1,1
TXN127214,400.42,2,1,1,0,0,1
TXN127215,3673.56,17,2,1,0,0,0
TXN127216,2187.59,1,2,0,1,2,1
TXN127217,857.45,4,1,1,0,0,1
TXN127218,1500.62,10,1,0,0,1,0
TXN127219,6787.94,13,2,0,0,0,0
TXN127220,537.81,17,2,0,0,0,0
TXN127221,1434.44,9,2,0,0,0,0
TXN127222,2008.92,6,1,0,0,0,0
TXN127223,347.03,7,2,0,0,1,0
TXN127224,139.0,19,3,1,0,0,0
TXN127225,77.1,16,3,0,0,0,0
TXN127226,835.18,6,3,0,0,0,0
TXN127227,203.65,22,3,0,0,0,0
TXN127228,3306.94,15,3,0,0,1,0
TXN127229,11893.52,16,3,1,0,1,1
TXN127230,176.53,3,1,0,0,0,0
TXN127231,1183.83,3,2,0,1,0,0
TXN127232,102.14,0,3,0,0,0,0
TXN127233,337.72,22,2,0,1,0,0
TXN127234,829.94,2,3,1,0,0,0
TXN127235,1050.75,11,3,1,1,0,0
TXN127236,5669.6,16,2,0,1,0,0
TXN127237,1057.82,15,2,0,1,2,0
TXN127238,1421.46,13,2,0,1,1,0
TXN127239,613.62,22,2,0,0,0,0
TXN127240,50.25,2,3,0,0,1,0
TXN127241,4641.9,18,2,0,0,1,0
TXN127242,220.49,18,3,1,0,0,0
TXN127243,6712.35,15,1,0,0,0,0
TXN127244,330.47,3,1,0,0,0,0
TXN127245,1907.12,20,3,0,1,1,0
TXN127246,14922.77,16,3,0,1,0,0
TXN127247,348.08,18,2,1,0,0,0
TXN127248,1153.1,11,3,0,0,0,0
TXN127249,3082.11,0,2,0,0,0,0
TXN127250,115.44,18,2,0,1,1,0
TXN127251,2390.96,18,2,1,0,1,0
TXN127252,217.57,19,2,0,0,1,0
TXN127253,589.74,11,2,0,0,0,0
TXN127254,398.89,11,3,1,0,0,0
TXN127255,4807.56,16,2,0,0,0,0
TXN127256,448.02,4,1,0,1,0,1
TXN127257,132.55,3,1,0,0,0,0
TXN127258,1821.65,4,3,0,0,1,0
TXN127259,899.85,5,1,0,1,0,0
TXN127260,1090.76,2,3,0,0,1,0
TXN127261,303.54,14,3,1,1,0,0
TXN127262,2808.51,2,1,1,0,0,1
TXN127263,1890.36,12,3,0,0,0,0
TXN127264,955.8,4,3,1,0,0,0
TXN127265,426.46,20,1,0,1,1,1
TXN127266,1850.11,8,2,1,0,0,0
TXN127267,3065.54,22,3,1,1,0,0
TXN127268,799.09,14,2,0,0,1,0
TXN127269,102.4,21,3,0,1,0,0
TXN127270,532.47,1,2,0,0,0,0
TXN127271,2343.91,8,2,1,0,0,0
TXN127272,9087.32,14,2,1,0,0,0
TXN127273,76.93,2,1,0,0,0,0
TXN127274,781.01,6,3,0,1,0,0
TXN127275,178.06,7,1,0,1,0,0
TXN127276,810.62,12,3,0,0,0,0
TXN127277,1091.46,20,2,0,1,0,0
TXN127278,5123.13,21,1,0,1,0,1
TXN127279,217.98,14,2,0,0,1,0
TXN127280,3052.37,5,3,0,1,0,0
TXN127281,1056.82,20,2,0,0,0,0
TXN127282,3384.8,12,3,0,1,0,0
TXN127283,1490.63,6,3,1,0,0,0
TXN127284,130.15,16,2,0,1,0,0
TXN127285,5895.18,14,3,0,1,0,0
TXN127286,222.72,4,3,1,0,1,1
TXN127287,1871.03,9,2,0,0,0,0
TXN127288,4252.03,21,1,0,0,0,0
TXN127289,216.26,11,3,0,1,0,0
TXN127290,1664.39,18,1,0,0,0,0
TXN127291,3527.84,17,3,0,0,0,0
TXN127292,8634.33,3,2,1,0,0,1
TXN127293,2627.08,12,1,0,0,0,0
TXN127294,702.39,2,1,1,1,0,1
TXN127295,2455.08,5,1,0,0,0,0
TXN127296,2496.77,5,3,0,1,0,0
TXN127297,2457.72,3,1,0,0,0,0
TXN127298,3901.87,3,1,0,0,0,0
TXN127299,232.87,12,2,0,1,0,0
TXN127300,279.52,9,1,0,0,0,0
TXN127301,2096.73,9,1,1,0,0,0
TXN127302,6203.06,10,1,0,1,1,1
TXN127303,1304.11,12,1,1,1,0,1
TXN127304,6516.09,9,2,0,1,0,0
TXN127305,5613.99,10,1,0,0,1,1
TXN127306,4714.23,17,2,1,0,0,0
TXN127307,4862.58,6,2,0,1,0,0
TXN127308,4621.83,8,2,1,0,0,0
TXN127309,3478.37,12,2,0,0,0,0
TXN127310,2424.75,9,3,0,0,2,0
TXN127311,99.42,17,3,1,0,0,0
TXN127312,333.71,14,3,0,0,1,0
TXN127313,338.28,4,2,0,1,1,1
TXN127314,97.64,14,2,0,1,0,0
TXN127315,298.18,10,3,1,0,0,0
TXN127316,5095.13,5,2,0,0,0,0
TXN127317,2230.12,0,1,0,1,0,1
TXN127318,798.15,13,1,0,1,2,1
TXN127319,3203.55,14,2,0,0,0,0
TXN127320,1390.31,6,1,0,0,0,0
TXN127321,356.6,14,3,0,0,1,0
TXN127322,4367.01,15,1,0,0,0,0
TXN127323,876.98,23,2,0,1,0,0
TXN127324,2450.35,4,2,0,0,0,0
TXN127325,736.66,21,1,0,1,0,0
TXN127326,1436.58,19,3,0,0,1,0
TXN127327,3438.39,18,1,0,0,1,0
TXN127328,391.05,18,1,0,0,0,0
TXN127329,7616.5,17,1,0,0,1,1
TXN127330,195.61,5,1,0,0,1,0
TXN127331,1577.18,8,3,0,0,0,0
TXN127332,5004.48,2,1,0,0,0,1
TXN127333,5876.24,16,2,0,0,1,0
TXN127334,578.21,9,2,0,0,0,0
TXN127335,360.93,15,3,0,1,0,0
TXN127336,2627.63,0,1,0,0,0,0
TXN127337,135.76,3,1,1,0,0,1
TXN127338,1378.11,0,2,0,0,2,0
TXN127339,3232.76,17,1,0,0,1,0
TXN127340,1693.12,19,1,1,0,0,0
TXN127341,466.54,3,2,0,0,0,0
TXN127342,1385.13,10,2,0,0,0,0
TXN127343,5133.58,23,1,0,1,0,1
TXN127344,1970.55,3,2,0,0,0,0
TXN127345,2606.61,18,1,0,0,0,0
TXN127346,869.74,3,2,1,0,1,1
TXN127347,467.7,4,2,0,1,0,0
TXN127348,640.47,20,3,0,0,0,0
TXN127349,1573.61,12,2,0,0,0,0
TXN127350,707.62,3,2,0,0,0,0
TXN127351,1611.62,9,1,1,0,0,0
TXN127352,2510.58,17,2,0,1,1,0
TXN127353,2701.5,2,3,0,1,0,0
TXN127354,409.89,18,2,0,0,0,0
TXN127355,2826.04,4,1,0,1,0,1
TXN127356,2283.68,10,3,0,0,1,0
TXN127357,74.16,1,1,0,1,0,1
TXN127358,171.35,17,3,0,0,0,0
TXN127359,2128.33,10,2,0,0,0,0
TXN127360,1018.06,11,3,1,1,0,0
TXN127361,365.89,15,1,0,1,1,1
TXN127362,140.82,1,1,0,0,0,0
TXN127363,397.27,21,2,0,1,1,0
TXN127364,6367.16,23,2,0,1,0,0
TXN127365,2650.72,15,3,0,0,0,0
TXN127366,1550.3,15,2,0,0,0,0
TXN127367,5728.84,21,2,0,1,1,1
TXN127368,1980.49,3,1,0,0,1,1
TXN127369,2636.67,7,3,0,1,0,0
TXN127370,714.39,3,2,1,0,0,0
TXN127371,1828.24,10,1,1,0,0,0
TXN127372,359.75,7,1,0,0,0,0
TXN127373,1086.65,11,2,0,0,0,0
TXN127374,117.61,3,1,0,1,0,1
TXN127375,538.3,6,3,0,0,0,0
TXN127376,205.64,12,3,1,1,0,0
TXN127377,1031.32,10,3,1,1,0,0
TXN127378,3753.47,9,3,0,0,0,0
TXN127379,999.42,8,1,1,0,0,0
TXN127380,3613.3,5,2,0,0,0,0
TXN127381,2187.13,16,1,0,1,0,0
TXN127382,1474.78,12,1,0,0,0,0
TXN127383,590.71,5,1,1,0,0,0
TXN127384,5156.1,23,1,0,1,0,1
TXN127385,161.45,16,2,0,0,0,0
TXN127386,2385.37,12,1,0,0,0,0
TXN127387,1991.7,20,2,0,1,1,0
TXN127388,1213.36,14,1,0,1,0,0
TXN127389,599.72,15,3,1,0,0,0
TXN127390,1176.68,20,2,0,0,0,0
TXN127391,4173.56,23,2,0,0,1,0
TXN127392,3675.14,6,2,0,0,1,0
TXN127393,5723.4,20,2,0,1,0,0
TXN127394,785.74,12,2,1,1,0,0
TXN127395,1029.12,5,1,0,1,0,0
TXN127396,87.81,7,1,1,0,0,0
TXN127397,5777.65,21,3,1,0,0,0
TXN127398,849.14,9,3,0,1,0,0
TXN127399,1085.58,20,1,0,0,0,0
TXN127400,4817.69,9,1,0,0,0,0
TXN127401,1545.62,0,2,0,0,0,0
TXN127402,1720.23,11,1,0,0,0,0
TXN127403,437.73,7,3,0,0,1,0
TXN127404,1430.94,7,2,1,0,1,0
TXN127405,5057.17,21,2,0,0,0,0
TXN127406,1686.14,6,2,0,0,2,0
TXN127407,639.05,6,1,0,1,0,0
TXN127408,113.35,14,3,1,0,0,0
TXN127409,869.86,11,1,0,0,0,0
TXN127410,1750.03,15,3,0,0,1,0
TXN127411,137.1,15,2,1,0,0,0
TXN127412,1932.15,1,2,0,0,1,0
TXN127413,1532.21,13,3,0,1,0,0
TXN127414,3109.73,15,1,0,0,0,0
TXN127415,108.63,13,1,0,0,0,0
TXN127416,3085.97,5,2,0,0,1,0
TXN127417,1521.6,22,2,0,1,0,0
TXN127418,975.75,23,2,0,0,0,0
TXN127419,6776.82,17,3,1,0,0,0
TXN127420,398.99,9,2,0,0,1,0
TXN127421,1608.83,23,2,0,0,0,0
TXN127422,824.21,14,2,0,0,0,0
TXN127423,1549.38,17,2,1,0,0,0
TXN127424,1657.15,8,1,1,0,3,1
TXN127425,237.41,15,1,1,0,0,0
TXN127426,2214.31,15,2,0,0,0,0
TXN127427,2062.88,1,2,0,1,0,0
TXN127428,2984.72,14,3,1,0,0,0
TXN127429,240.07,18,2,0,0,1,0
TXN127430,755.53,23,2,0,0,0,0
TXN127431,2150.28,10,2,0,1,0,0
TXN127432,344.06,21,3,1,0,0,0
TXN127433,2313.91,7,3,1,0,0,0
TXN127434,171.68,9,2,0,0,0,0
TXN127435,865.73,5,2,0,0,0,0
TXN127436,3800.86,18,2,0,1,1,0
TXN127437,3027.02,2,1,0,1,0,1
TXN127438,2119.93,17,1,1,1,0,1
TXN127439,4137.51,7,3,1,1,0,0
TXN127440,2520.72,20,3,0,0,0,0
TXN127441,1515.34,8,3,1,1,1,1
TXN127442,7845.99,4,3,0,0,1,1
TXN127443,2423.94,4,3,0,0,0,0
TXN127444,1889.43,23,3,0,1,0,0
TXN127445,1101.44,14,1,0,0,0,0
TXN127446,4704.01,23,2,0,0,0,0
TXN127447,751.13,1,2,0,1,1,1
TXN127448,68.52,23,2,1,1,0,0
TXN127449,488.15,12,3,0,0,0,0
TXN127450,281.98,22,2,0,1,0,0
TXN127451,818.37,11,3,0,1,0,0
TXN127452,3546.01,21,2,0,1,1,0
TXN127453,2158.4,2,2,0,0,0,0
TXN127454,420.2,4,3,0,1,0,0
TXN127455,3160.11,17,1,1,0,0,0
TXN127456,1453.25,10,2,0,0,1,0
TXN127457,1487.81,15,1,0,1,0,0
TXN127458,949.19,8,2,0,0,0,0
TXN127459,4049.29,20,2,1,0,1,0
TXN127460,816.41,23,2,0,0,0,0
TXN127461,247.74,20,2,1,1,0,0
TXN127462,771.16,8,2,0,1,0,0
TXN127463,2563.01,11,2,1,0,0,0
TXN127464,2193.45,10,3,1,0,0,0
TXN127465,466.55,0,2,0,0,0,0
TXN127466,287.08,5,1,0,1,0,0
TXN127467,2212.72,12,3,0,1,1,0
TXN127468,2306.35,23,2,0,1,0,0
TXN127469,961.88,22,2,1,0,0,0
TXN127470,3750.49,1,2,0,0,0,0
TXN127471,7702.17,17,3,0,0,0,0
TXN127472,510.45,15,1,0,0,1,0
TXN127473,1771.09,9,3,0,1,0,0
TXN127474,60.72,16,1,0,0,1,0
TXN127475,2546.93,15,3,0,0,0,0
TXN127476,1119.83,16,1,1,0,1,1
TXN127477,479.53,14,1,0,0,0,0
TXN127478,2840.44,2,2,1,0,0,0
TXN127479,3378.3,2,2,0,0,0,0
TXN127480,285.69,23,1,0,0,0,0
TXN127481,133.72,8,1,0,0,0,0
TXN127482,863.17,4,3,1,0,0,0
TXN127483,2016.95,16,3,1,1,1,1
TXN127484,3204.13,17,1,1,0,1,1
TXN127485,1629.59,15,3,0,0,1,0
TXN127486,1788.57,19,3,0,0,0,0
TXN127487,3267.46,8,1,0,0,1,0
TXN127488,1555.13,14,3,0,0,0,0
TXN127489,1939.15,20,1,0,1,0,0
TXN127490,1502.24,8,2,0,0,1,0
TXN127491,4298.18,12,1,1,0,0,0
TXN127492,587.11,0,1,0,0,0,0
TXN127493,663.03,15,2,1,0,0,0
TXN127494,323.84,8,3,0,1,0,0
TXN127495,3473.68,23,3,0,0,0,0
TXN127496,1111.3,12,3,0,0,0,0
TXN127497,905.1,13,1,0,1,0,0
TXN127498,8013.68,10,2,0,0,0,0
TXN127499,5279.21,0,1,0,0,1,1
TXN127500,7200.22,22,2,0,1,0,0
TXN127501,357.0,13,1,0,0,0,0
TXN127502,4487.44,20,3,0,0,0,0
TXN127503,847.11,23,1,0,0,1,0
TXN127504,75.48,19,3,0,0,1,0
TXN127505,1042.85,17,1,0,1,0,0
TXN127506,1473.42,0,2,0,0,0,0
TXN127507,279.07,22,1,0,1,1,1
TXN127508,1592.99,0,1,1,0,0,1
TXN127509,3473.65,16,2,0,1,0,0
TXN127510,998.51,21,3,1,1,0,0
TXN127511,919.72,1,1,0,0,0,0
TXN127512,877.43,21,2,0,0,0,0
TXN127513,5180.35,21,1,1,0,3,1
TXN127514,149.97,15,1,0,0,0,0
TXN127515,1227.85,4,1,0,0,1,1
TXN127516,664.68,4,2,0,1,0,0
TXN127517,4534.99,23,3,0,0,0,0
TXN127518,251.97,6,2,0,0,0,0
TXN127519,1110.16,20,3,0,0,0,0
TXN127520,1094.5,3,1,0,0,0,0
TXN127521,4435.57,0,1,0,1,0,1
TXN127522,535.4,17,1,1,0,0,0
TXN127523,2120.69,9,2,0,0,0,0
TXN127524,338.68,6,2,0,1,0,0
TXN127525,6207.17,10,3,0,1,0,0
TXN127526,1847.96,0,3,0,0,0,0
TXN127527,2018.37,5,3,0,1,0,0
TXN127528,1187.52,4,3,0,0,0,0
TXN127529,887.96,21,3,0,0,0,0
TXN127530,528.23,12,2,0,0,0,0
TXN127531,1902.62,16,3,0,0,0,0
TXN127532,6232.8,17,2,0,0,0,0
TXN127533,941.92,6,2,0,1,0,0
TXN127534,4343.85,5,1,0,0,0,0
TXN127535,372.16,6,2,0,0,0,0
TXN127536,5551.69,11,3,1,0,1,1
TXN127537,913.06,5,3,1,0,1,0
TXN127538,1005.19,22,2,0,0,0,0
TXN127539,1292.93,15,2,0,1,0,0
TXN127540,2583.43,22,3,0,0,1,0
TXN127541,2593.46,21,2,1,1,0,0
TXN127542,1356.27,7,1,0,1,0,0
TXN127543,1531.12,14,1,0,0,0,0
TXN127544,110.94,22,1,0,1,1,1
TXN127545,775.66,8,3,0,0,0,0
TXN127546,899.35,12,2,0,0,0,0
TXN127547,1686.18,20,2,1,1,0,0
TXN127548,1684.25,11,1,0,0,1,0
TXN127549,2525.06,13,2,0,0,1,0
TXN127550,2574.81,7,3,0,0,1,0
TXN127551,586.31,14,2,1,0,0,0
TXN127552,2990.98,23,1,0,0,0,0
TXN127553,89.6,23,2,0,0,0,0
TXN127554,2568.7,3,1,0,0,0,0
TXN127555,265.31,8,2,0,1,0,0
TXN127556,2666.06,19,2,0,0,1,0
TXN127557,1547.82,5,1,0,1,0,0
TXN127558,1199.86,5,3,1,0,0,0
TXN127559,2396.67,1,2,0,0,0,0
TXN127560,124.1,22,2,0,1,0,0
TXN127561,555.84,6,3,0,0,1,0
TXN127562,1966.52,0,2,0,0,0,0
TXN127563,3807.45,20,1,0,1,0,0
TXN127564,1009.65,8,1,0,0,1,0
TXN127565,648.87,4,2,0,0,0,0
TXN127566,1512.68,22,1,0,0,0,0
TXN127567,1997.39,8,1,0,0,0,0
TXN127568,1139.81,12,2,0,0,0,0
TXN127569,4236.44,0,3,0,0,1,0
TXN127570,1532.32,19,3,1,0,0,0
TXN127571,122.96,14,2,0,1,1,0
TXN127572,554.77,16,1,0,0,1,0
TXN127573,1248.03,7,1,0,0,0,0
TXN127574,2442.84,14,3,0,1,1,0
TXN127575,546.29,18,3,0,0,0,0
TXN127576,7530.97,10,1,0,0,1,1
TXN127577,817.09,7,2,0,0,1,0
TXN127578,1570.63,5,3,0,1,0,0
TXN127579,88.3,5,2,0,0,0,0
TXN127580,4373.75,7,2,0,0,0,0
TXN127581,3160.23,23,3,0,0,0,0
TXN127582,484.96,22,2,0,0,0,0
TXN127583,5463.2,18,2,0,1,1,1
TXN127584,809.13,19,1,0,0,1,0
TXN127585,2406.52,8,2,0,0,0,0
TXN127586,3468.25,19,1,0,0,0,0
TXN127587,2751.19,23,1,0,0,0,0
TXN127588,5041.92,5,1,0,1,1,1
TXN127589,4044.25,4,3,0,0,0,0
TXN127590,10496.98,15,1,1,1,0,1
TXN127591,453.28,6,2,0,0,0,0
TXN127592,777.0,0,2,0,0,0,0
TXN127593,2072.44,9,2,0,0,1,0
TXN127594,2691.37,18,2,1,0,0,0
TXN127595,1579.74,4,1,1,0,1,1
TXN127596,203.61,19,3,1,1,0,0
TXN127597,3735.2,18,2,0,0,0,0
TXN127598,6531.95,18,2,0,0,0,0
TXN127599,1090.13,8,2,0,1,0,0
TXN127600,559.3,20,2,0,1,1,0
TXN127601,89.01,2,1,0,0,1,1
TXN127602,591.78,20,2,0,0,0,0
TXN127603,2457.4,8,2,0,1,0,0
TXN127604,4901.53,18,2,0,0,1,0
TXN127605,246.36,15,1,0,1,0,0
TXN127606,1661.55,20,3,0,1,0,0
TXN127607,2428.37,1,2,0,0,0,0
TXN127608,696.98,7,1,1,0,1,1
TXN127609,1737.46,13,3,1,0,1,0
TXN127610,2562.28,5,1,0,1,0,0
TXN127611,3686.85,11,1,0,0,0,0
TXN127612,1254.79,23,3,0,0,0,0
TXN127613,2805.52,0,2,0,0,0,0
TXN127614,768.45,17,2,0,0,1,0
